[Name]
Series 1 at Polyline 1

[Data]
X [ m ],Pressure [ Pa ]
1.11872828e+000, -6.91843079e+002
1.10706472e+000, -6.93264587e+002
1.09533060e+000, -6.94754150e+002
1.08352613e+000, -6.96069336e+002
1.07165098e+000, -6.97261597e+002
1.05970383e+000, -6.98499451e+002
1.04768300e+000, -6.99762634e+002
1.03558934e+000, -7.00808838e+002
1.02343261e+000, -7.01994995e+002
1.01125932e+000, -7.03040710e+002
9.99113500e-001, -7.04271606e+002
9.87042785e-001, -7.05641113e+002
9.75006104e-001, -7.07046326e+002
9.62985218e-001, -7.08384521e+002
9.50960517e-001, -7.09896545e+002
9.38933313e-001, -7.11266907e+002
9.26905751e-001, -7.12497253e+002
9.14870441e-001, -7.14165161e+002
9.02828097e-001, -7.15491577e+002
8.90782535e-001, -7.17039734e+002
8.78740907e-001, -7.18749268e+002
8.66711318e-001, -7.20166382e+002
8.54702473e-001, -7.21577393e+002
8.42724741e-001, -7.23481934e+002
8.30792308e-001, -7.25060242e+002
8.18916440e-001, -7.26569824e+002
8.07106912e-001, -7.28190796e+002
7.95336664e-001, -7.29802673e+002
7.83595085e-001, -7.31355164e+002
7.71898925e-001, -7.33497253e+002
7.60274351e-001, -7.35244812e+002
7.48771429e-001, -7.36724426e+002
